,,,,,,,,,,,,,,
TEST_000412,,,,,,p1,,"1. 전문관 타원ui를 터치한다.
2. 전문관 전환을 확인한다.",터치한 전문관으로 전환된다.,pass,fail,태블릿에서는 휴대폰과 다르게 타원형 전문관 버튼이 노출되지 않음.,,"block? fail?
"
TEST_000413,,,,,,p1,,무신사의 감각있는 전문관 카드를 옆으로 슬라이드한다.,"카드형식으로 전문관이 소개된다.
카드 하단에 관련상품 정상노출된다.",pass,pass,,,
TEST_000414,,,,,어스,p1,,어스 카드를 터치한다.,earth 전문관으로 이동한다.,pass,pass,,,
TEST_000415,,,,,,p2,,어스카드 하단의 상품을 터치한다.,어스 전문관 카테고리의 상품이다.,pass,pass,,,
TEST_000416,,,,,부티크,p1,,부티크 카드를 터치한다.,부티크 전문관으로 이동한다.,pass,pass,,,
TEST_000417,,,,,,p2,,부티크 카드 하단의 상품을 터치한다.,부티크 전문관 카테고리의 상품이다.,pass,pass,,,
TEST_000418,,,,,뷰티,p1,,뷰티 카드를 터치한다.,뷰티 전문관으로 이동한다.,pass,pass,,,
TEST_000419,,,,,,p2,,뷰티 카드 하단의 상품을 터치한다.,뷰티 전문관 카테고리의 상품이다.,fail,fail,"상품 진입 후 전문관의 상품인지, 일반 브랜드 상품인지 구분불가",기획의도 파악 필요.,
TEST_000420,,,,,골프,p1,,골프 카드를 터치한다.,골프 전문관으로 이동한다.,pass,pass,,,
TEST_000421,,,,,,p2,,골프 카드 하단의 상품을 터치한다.,골프 전문관 카테고리의 상품이다.,fail,fail,"상품 진입 후 전문관의 상품인지, 일반 브랜드 상품인지 구분불가",기획의도 파악 필요.,
TEST_000422,,,,,아울렛,p1,,아울렛 카드를 터치한다.,아울렛 전문관으로 이동한다.,pass,pass,,,
TEST_000423,,,,,,p2,,아울렛 카드 하단의 상품을 터치한다.,아울렛 전문관 카테고리의 상품이다.,fail,fail,"상품 진입 후 전문관의 상품인지, 일반 브랜드 상품인지 구분불가",기획의도 파악 필요.,
TEST_000424,,,,,스포츠,p1,,스포츠 카드를 터치한다.,스포츠 전문관으로 이동한다.(Player),pass,pass,,,
TEST_000425,,,,,,p2,,스포츠 카드 하단의 상품을 터치한다.,스포츠 전문관 카테고리의 상품이다.,fail,fail,"상품 진입 후 전문관의 상품인지, 일반 브랜드 상품인지 구분불가",기획의도 파악 필요.,
TEST_000426,,,,,키즈,p1,,키즈 카드를 터치한다.,키즈 전문관으로 이동한다.,pass,pass,,,
TEST_000427,,,,,,p2,,키즈 카드 하단의 상품을 터치한다.,키즈 전문관 카테고리의 상품이다.,fail,fail,"상품 진입 후 전문관의 상품인지, 일반 브랜드 상품인지 구분불가",기획의도 파악 필요.,
TEST_000500,App,,,브랜드스토리,,p1,,"1. 스크롤을 내려 브랜드 스토리로 이동한다.
2. 이미지가 자동으로 슬라이드되는지 확인한다.",일정시간마다 이미지가 넘어간다.,pass,pass,,"가로모드시 이미지가 한눈에 안들어온다.
디스플레이 사이즈에 맞게 조정될 필요가 있어보임,카드or여러장or여백",
TEST_000501,,,,,,p1,,브랜드 스토리의 이미지를 슬라이드해서 넘긴다.,이미지가 슬라이드 하는대로 넘어간다.,pass,pass,,,
TEST_000502,,,,,,p1,,브랜드 스토리 이미지를 터치한다.,해당하는 기획전 혹은 세일 페이지로 이동한다.,pass,pass,,,
TEST_000503,,,,,,p2,,브랜드 스토리 상품 터치한다.,해당 브랜드의 제품이다.,pass,pass,,,
TEST_000504,,,,,,p1,,보러가기 버튼 터치한다.,기획전 혹은 세일 페이지로 정상이동한다.,pass,pass,,,
TEST_000505,,,,,,p1,보러가기 버튼 진입,"1. 서브카테고리를 선택한다.
2. 이전버튼을 터치한다.",추천탭으로 복귀한다.,fail,fail,"시즌 컬렉션|무신사 골프
서브카테고리(특가하단 말본골프, 베스트프랜드 등등) 선택하여 이동 후 이전버튼 터치시
추천탭으로 복귀하지 않고 이전에 누른 카테고리로 이동하는 현상
카테고리 이동을 반복한 후 이전버튼으로 추천탭 복귀를 시도할 시 계속 연타하거나 어플 재시작해야함",다른 기획전이나 ㄴ특가페이지에서는 이러지 않음,
TEST_000600,App,,,익스클루시브,,p1,,"1. 스크롤을 내려 익스클루시브로 이동한다.
2. 배너이미지의 자동 슬라이드를 확인한다.",일정시간마다 배너이미지가 넘어간다.,pass,pass,,,
TEST_000601,,,,,,p1,,익스클루시브로의 배너이미지를 슬라이드해서 넘긴다.,배너이미지가 슬라이드 하는대로 넘어간다.,pass,pass,,,
TEST_000602,,,,,,p1,,익스클루시브 배너이미지를 터치한다.,해당하는 기획전 혹은 세일 페이지로 이동한다.,pass,pass,,,
TEST_000603,,,,,,p2,,익스클루시브 하단노출 상품을 터치한다.,해당 익스클루시브 제품이다.,pass,pass,,,
TEST_000604,,,,,,p1,,보러가기 버튼을 터치한다.,해당 기획전 혹은 세일 페이지로 정상이동한다.,pass,pass,,,
TEST_000700,App,,,시즌 컬렉션,,p1,,"1. 스크롤을 내려 시즌 컬렉션으로 이동한다.
2. 배너이미지 자동 슬라이드를 확인한다.",일정시간마다 배너이미지가 넘어간다.,pass,pass,,,
TEST_000701,,,,,,p1,,시즌 컬렉션의 배너이미지를 슬라이드 해서 넘긴다.,배너이미지가 슬라이드 하는대로 넘어간다.,pass,pass,,,
TEST_000702,,,,,,p1,,시즌 컬렉션 배너이미지를 터치한다.,해당하는 기획전 혹은 세일 페이지로 이동한다.,pass,pass,,,
TEST_000703,,,,,,p2,,시즌 컬렉션 하단의 노출 상품을 터치한다.,해당 시즌 컬렉션 제품이다.,pass,pass,,,
TEST_000704,,,,,,p1,,보러가기 버튼을 터치한다.,해당 기획전 혹은 세일 페이지로 정상이동한다.,pass,pass,,,
TEST_000800,App,,,라이징 브랜드,,p1,,"1. 스크롤을 내려 라이징 브랜드로 이동한다.
2. 이미지의 자동 슬라이드를 확인한다.",일정시간마다 이미지가 넘어간다.,pass,pass,,,
TEST_000801,,,,,,p1,,라이징 브랜드의 배너이미지를 슬라이드 해서 넘긴다.,배너이미지가 슬라이드 하는대로 넘어간다.,pass,pass,,,
TEST_000802,,,,,,p1,,라이징 브랜드 배너이미지를 터치한다.,해당하는 기획전 혹은 세일 페이지로 이동한다.,pass,pass,,,
TEST_000803,,,,,,p2,,라이징 브랜드 하단 노출 상품 터치한다.,해당 브랜드의 제품이다.,pass,pass,,,
TEST_000804,,,,,,p1,,보러가기 버튼 터치한다.,해당 기획전 혹은 세일 페이지로 정상이동한다.,pass,pass,,,
TEST_000900,App,,,셀러브리티,,p1,,"1. 스크롤을 내려 셀러브리티가지 이동한다.
2. 이미지의 자동 슬라이드를 확인한다.",일정시간마다 이미지가 넘어간다.,pass,pass,,,
TEST_000901,,,,,,p1,,셀러브리티의 배너이미지를 슬라이드 해서 넘긴다.,배너이미지가 슬라이드 하는대로 넘어간다.,pass,pass,,,
TEST_000902,,,,,,p1,,셀러브리티 배너이미지를 터치한다.,해당하는 기획전 혹은 세일 페이지로 이동한다.,pass,pass,,,
TEST_000903,,,,,,p2,,셀러브리티 하단노출 상품을 터치한다.,해당 셀럽과 해당 브랜드의 제품이다.,pass,pass,,,
TEST_000904,,,,,,p1,,보러가기 버튼을 터치한다.,해당 기획전 혹은 세일 페이지로 정상이동한다.,pass,pass,,,
TEST_001000,App,,,트렌드 온,,p1,,"스크롤을 내려 트렌드 온까지 이동한다.
이미지의 자동 슬라이드를 확인한다.",일정시간마다 이미지가 넘어간다.,pass,pass,,,
TEST_001001,,,,,,p1,,트렌드 온의 배너이미지를 슬라이드 해서 넘긴다.,배너이미지가 슬라이드 하는대로 넘어간다.,pass,pass,,,
TEST_001002,,,,,,p1,,트렌드 온의 배너이미지를 터치한다.,해당하는 기획전 혹은 세일 페이지로 이동한다.,pass,pass,,,
TEST_001003,,,,,,p2,,트렌드 온 하단 노출 상품을 터치한다.,트렌드 온 제품이다.,pass,pass,,,
TEST_001004,,,,,,p1,,보러가기 버튼을 터치한다.,해당 기획전 트렌드 온 페이지로 정상이동한다.,pass,pass,,,
TEST_001100,App,,,무신사 라이브 편성표,,p1,,스크롤을 맨 아래로 내린다.,무신사 라이브의 라이브 예정시간 표시된 카드가 위치해 있다.,pass,pass,,,
TEST_001101,,,,,,p1,,"1. 라이브 편성표 카드의 편성표 시간을 확인한다.
2. 라이브 편성표 카드를 터치한다.
3. 라이브 예고 페이지로 이동한다.
4. 예고 페이지의 시간과 카드에 적힌 시간이 일치를 확인한다.",카드와 안내페이지의 시간이 일치한다.,pass,pass,,,
TEST_001102,,,,,,p2,,"1. 라이브 편성표 카드를 터치한다.
2. 스크롤을 내려 Coming Soon 시간을 확인한다.",Coming Soon시간이 지나면 라이브가 시작시간이 된다.,pass,pass,,,
TEST_001103,,,좋아요기능,추천탭,,p1,,"1. 추천 탭으로 진입한다.
2. 스크롤을 내리며 각 토픽별 상품을 한개씩 '좋아요'를 터치한다.
3. 좋아요 탭으로 진입한다.",좋아요 탭에 상품 정상등록된다.,pass,pass,,,
TEST_001104,,,,,,p1,추천탭에서 좋아요누른 등록 상품 존재,"1. 편집을 터치한다.
2. 좋아요 선택한 상품을 전부 선택한다.
3. 삭제한다.
4. 추천탭으로 이동한다.
5. 하트표시를 확인한다.",하트표시가 사라진다.,fail,fail,"하트표시 유지됨, 새로고침 하거나 재선택 해야 사라짐
유지되어 있는 하트 재선택시 하트지워지고, 좋아요에 다시 등록되거나 하지는 않음",,
TEST_001105,,,,,,p1,추천탭에서 좋아요누른 등록 상품 존재,"1. 좋아요탭에서 하트를 터치하여 삭제한다.
2. 추천탭으로 이동한다.
3. 하트표시를 확인한다.",하트표가 사라진다.,fail,fail,"하트표시 유지됨, 새로고침 하거나 재선택 해야 사라짐
유지되어 있는 하트 재선택시 하트지워지고, 좋아요에 다시 등록되거나 하지는 않음",,
TEST_001200,App,,뷰티 탭,,,,,,,,,,,
TEST_001300,App,가로세로 전환,추천 탭,,,p2,어플 가로로 구동,"1. 화면을 세로로 전환한다.
2. 다시 가로로 전환한다.
3. 반복하면서 UI상태의 변화 확인한다.",ui와 상품이 화면 전환에 따라 자연스럽게 배치가 바뀐다.,block,fail,"세로전환시 배너하단 10개 중 양끝2개 ui짤림
~의 취향저격 상품,브랜드의 노출상품 수,크기 변화에 일관성이 없음
4개~6개, 크기가 그대로여서 뜬금없는 여백이 생기기도 함.
간혹 아래의 시즌컬랙션에서도 같은 현상이 발생하여 노출상품이 3개에서 2개로 바뀔 때가 있음.
상품의 노출 수가 변경될 때에는, 상품의 크기도 제각각임

Galaxy A50에서 가로전환이 안됨 - Block",,
TEST_001400,App,,,,,,,,,,,,,
TEST_001500,App,,,,,,,,,,,,,
TEST_001600,App,,,,,,,,,,,,,
TEST_001700,App,,,,,,,,,,,,,
TEST_001800,App,,,,,,,,,,,,,
TEST_001900,App,,,,,,,,,,,,,
TEST_002000,App,,,,,,,,,,,,,
TEST_002100,App,,,,,,,,,,,,,
TEST_002200,App,,,,,,,,,,,,,
TEST_002300,App,,,,,,,,,,,,,
TEST_002400,App,,,,,,,,,,,,,
TEST_002500,App,,,,,,,,,,,,,
TEST_002600,App,,,,,,,,,,,,,
TEST_002700,Web,,,,,,,,,,,,,
TEST_002800,Web,,,,,,,,,,,,,
TEST_002900,Web,,,,,,,,,,,,,
TEST_003000,기타사항,,,,,,,,,,,,,
TEST_003100,기타사항,,,,,,,,,,,,,
TEST_003200,기타사항,,,,,,,,,,,,,
TEST_003300,기타사항,,,,,,,,,,,,,
TEST_003400,기타사항,,,,,,,,,,,,,
TEST_003500,기타사항,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
